State,Year,Quarter,District,Registered_users
Meghalaya,2019,4,east garo hills,2788
Meghalaya,2019,4,south west garo hills,2757
Meghalaya,2019,4,south garo hills,2434
Meghalaya,2019,4,west khasi hills,2180
Meghalaya,2020,1,east khasi hills,49251
Meghalaya,2020,1,west garo hills,24124
Meghalaya,2020,1,ribhoi,11689
Meghalaya,2020,1,east jaintia hills,8368
Meghalaya,2020,1,west jaintia hills,4530
Meghalaya,2020,1,north garo hills,3311
Meghalaya,2020,1,east garo hills,3251
Meghalaya,2020,1,south west garo hills,3234
Meghalaya,2020,1,south garo hills,2810
Meghalaya,2020,1,west khasi hills,2522
Meghalaya,2020,2,east khasi hills,57322
Meghalaya,2020,2,west garo hills,29492
Meghalaya,2020,2,ribhoi,13550
Meghalaya,2020,2,east jaintia hills,9695
Meghalaya,2020,2,west jaintia hills,5717
Meghalaya,2020,2,north garo hills,4318
Meghalaya,2020,2,south west garo hills,4266
Meghalaya,2020,2,east garo hills,4132
Meghalaya,2020,2,south garo hills,3590
Meghalaya,2020,2,west khasi hills,3195
Meghalaya,2020,3,east khasi hills,65268
Meghalaya,2020,3,west garo hills,34201
Meghalaya,2020,3,ribhoi,15427
Meghalaya,2020,3,east jaintia hills,11084
Meghalaya,2020,3,west jaintia hills,6997
Meghalaya,2020,3,north garo hills,5242
Meghalaya,2020,3,south west garo hills,5082
Meghalaya,2020,3,east garo hills,5002
Meghalaya,2020,3,south garo hills,4370
Meghalaya,2020,3,west khasi hills,3899
Meghalaya,2020,4,east khasi hills,72639
Meghalaya,2020,4,west garo hills,37988
Meghalaya,2020,4,ribhoi,17198
Meghalaya,2020,4,east jaintia hills,12337
Meghalaya,2020,4,west jaintia hills,7968
Meghalaya,2020,4,north garo hills,5914
Meghalaya,2020,4,east garo hills,5777
Meghalaya,2020,4,south west garo hills,5772
Meghalaya,2020,4,south garo hills,5006
Meghalaya,2020,4,west khasi hills,4484
Meghalaya,2021,1,east khasi hills,78429
Meghalaya,2021,1,west garo hills,40993
Meghalaya,2021,1,ribhoi,18641
Meghalaya,2021,1,east jaintia hills,13460
Meghalaya,2021,1,west jaintia hills,8665
Meghalaya,2021,1,north garo hills,6392
Meghalaya,2021,1,south west garo hills,6276
Meghalaya,2021,1,east garo hills,6237
Meghalaya,2021,1,south garo hills,5439
Meghalaya,2021,1,west khasi hills,4858
Meghalaya,2021,2,east khasi hills,84124
Meghalaya,2021,2,west garo hills,44151
Meghalaya,2021,2,ribhoi,20098
Meghalaya,2021,2,east jaintia hills,14530
Meghalaya,2021,2,west jaintia hills,9409
Meghalaya,2021,2,north garo hills,6951
Meghalaya,2021,2,south west garo hills,6835
Meghalaya,2021,2,east garo hills,6754
Meghalaya,2021,2,south garo hills,5922
Meghalaya,2021,2,west khasi hills,5296
Meghalaya,2021,3,east khasi hills,90505
Meghalaya,2021,3,west garo hills,47869
Meghalaya,2021,3,ribhoi,21875
Meghalaya,2021,3,east jaintia hills,15847
Meghalaya,2021,3,west jaintia hills,10337
Meghalaya,2021,3,north garo hills,7584
Meghalaya,2021,3,south west garo hills,7531
Meghalaya,2021,3,east garo hills,7389
Meghalaya,2021,3,south garo hills,6442
Meghalaya,2021,3,west khasi hills,5884
Meghalaya,2021,4,east khasi hills,96942
Meghalaya,2021,4,west garo hills,51617
Meghalaya,2021,4,ribhoi,23562
Meghalaya,2021,4,east jaintia hills,17115
Meghalaya,2021,4,west jaintia hills,11189
Meghalaya,2021,4,north garo hills,8212
Meghalaya,2021,4,south west garo hills,8197
Meghalaya,2021,4,east garo hills,8015
Meghalaya,2021,4,south garo hills,7005
Meghalaya,2021,4,west khasi hills,6428
Meghalaya,2022,1,east khasi hills,102838
Meghalaya,2022,1,west garo hills,55028
Meghalaya,2022,1,ribhoi,25112
Meghalaya,2022,1,east jaintia hills,18301
Meghalaya,2022,1,west jaintia hills,11952
Meghalaya,2022,1,north garo hills,8795
Meghalaya,2022,1,south west garo hills,8758
Meghalaya,2022,1,east garo hills,8578
Meghalaya,2022,1,south garo hills,7508
Meghalaya,2022,1,west khasi hills,6839
Meghalaya,2022,2,east khasi hills,108330
Meghalaya,2022,2,west garo hills,58178
Meghalaya,2022,2,ribhoi,26541
Meghalaya,2022,2,east jaintia hills,19314
Meghalaya,2022,2,west jaintia hills,12593
Meghalaya,2022,2,north garo hills,9312
Meghalaya,2022,2,south west garo hills,9266
Meghalaya,2022,2,east garo hills,9052
Meghalaya,2022,2,south garo hills,7922
Meghalaya,2022,2,west khasi hills,7196
Meghalaya,2022,3,east khasi hills,113816
Meghalaya,2022,3,west garo hills,61273
Meghalaya,2022,3,ribhoi,27844
Meghalaya,2022,3,east jaintia hills,20320
Meghalaya,2022,3,west jaintia hills,13176
Meghalaya,2022,3,north garo hills,9773
Meghalaya,2022,3,south west garo hills,9735
Meghalaya,2022,3,east garo hills,9484
Meghalaya,2022,3,south garo hills,8265
Meghalaya,2022,3,west khasi hills,7493
Meghalaya,2022,4,east khasi hills,118978
Meghalaya,2022,4,west garo hills,63792
Meghalaya,2022,4,ribhoi,29041
Meghalaya,2022,4,east jaintia hills,21201
Meghalaya,2022,4,west jaintia hills,13633
Meghalaya,2022,4,north garo hills,10145
Meghalaya,2022,4,south west garo hills,10062
Meghalaya,2022,4,east garo hills,9846
Meghalaya,2022,4,south garo hills,8553
Meghalaya,2022,4,west khasi hills,7705
Meghalaya,2023,1,east khasi hills,124181
Meghalaya,2023,1,west garo hills,66808
Meghalaya,2023,1,ribhoi,30369
Meghalaya,2023,1,east jaintia hills,22122
Meghalaya,2023,1,west jaintia hills,14218
Meghalaya,2023,1,north garo hills,10580
Meghalaya,2023,1,south west garo hills,10504
Meghalaya,2023,1,east garo hills,10235
Meghalaya,2023,1,south garo hills,8897
Meghalaya,2023,1,west khasi hills,7981
Meghalaya,2023,2,east khasi hills,129260
Meghalaya,2023,2,west garo hills,69925
Meghalaya,2023,2,ribhoi,31744
Meghalaya,2023,2,east jaintia hills,23231
Meghalaya,2023,2,west jaintia hills,14912
Meghalaya,2023,2,north garo hills,11135
Meghalaya,2023,2,south west garo hills,11073
Meghalaya,2023,2,east garo hills,10727
Meghalaya,2023,2,south garo hills,9386
Meghalaya,2023,2,west khasi hills,8423
Meghalaya,2023,3,east khasi hills,134378
Meghalaya,2023,3,west garo hills,73025
Meghalaya,2023,3,ribhoi,33175
Meghalaya,2023,3,east jaintia hills,24260
Meghalaya,2023,3,west jaintia hills,15633
Meghalaya,2023,3,south west garo hills,11626
Meghalaya,2023,3,north garo hills,11624
Meghalaya,2023,3,east garo hills,11212
Meghalaya,2023,3,south garo hills,9809
Meghalaya,2023,3,west khasi hills,8831
Meghalaya,2023,4,east khasi hills,139387
Meghalaya,2023,4,west garo hills,75911
Meghalaya,2023,4,ribhoi,34488
Meghalaya,2023,4,east jaintia hills,25185
Meghalaya,2023,4,west jaintia hills,16280
Meghalaya,2023,4,south west garo hills,12113
Meghalaya,2023,4,north garo hills,12086
Meghalaya,2023,4,east garo hills,11648
Meghalaya,2023,4,south garo hills,10230
Meghalaya,2023,4,west khasi hills,9182
Meghalaya,2024,1,east khasi hills,145281
Meghalaya,2024,1,west garo hills,79443
Meghalaya,2024,1,ribhoi,36099
Meghalaya,2024,1,east jaintia hills,26338
Meghalaya,2024,1,west jaintia hills,17113
Meghalaya,2024,1,south west garo hills,12769
Meghalaya,2024,1,north garo hills,12685
Meghalaya,2024,1,east garo hills,12249
Meghalaya,2024,1,south garo hills,10792
Meghalaya,2024,1,west khasi hills,9685
Meghalaya,2024,2,east khasi hills,150809
Meghalaya,2024,2,west garo hills,82499
Meghalaya,2024,2,ribhoi,37444
Meghalaya,2024,2,east jaintia hills,27419
Meghalaya,2024,2,west jaintia hills,17766
Meghalaya,2024,2,south west garo hills,13255
Meghalaya,2024,2,north garo hills,13156
Meghalaya,2024,2,east garo hills,12734
Meghalaya,2024,2,south garo hills,11161
Meghalaya,2024,2,west khasi hills,10013
Mizoram,2018,1,aizawl,4550
Mizoram,2018,1,lunglei,879
Mizoram,2018,1,kolasib,486
Mizoram,2018,1,lawngtlai,474
Mizoram,2018,1,champhai,358
Mizoram,2018,1,mamit,316
Mizoram,2018,1,serchhip,299
Mizoram,2018,1,saiha,231
Mizoram,2018,2,aizawl,6211
Mizoram,2018,2,lunglei,1241
Mizoram,2018,2,kolasib,692
Mizoram,2018,2,lawngtlai,607
Mizoram,2018,2,champhai,501
Mizoram,2018,2,serchhip,440
Mizoram,2018,2,mamit,435
Mizoram,2018,2,saiha,295
Mizoram,2018,3,aizawl,8460
Mizoram,2018,3,lunglei,1751
Mizoram,2018,3,kolasib,1012
Mizoram,2018,3,lawngtlai,922
Mizoram,2018,3,champhai,729
Mizoram,2018,3,serchhip,633
Mizoram,2018,3,mamit,599
Mizoram,2018,3,saiha,396
Mizoram,2018,4,aizawl,11131
Mizoram,2018,4,lunglei,2391
Mizoram,2018,4,kolasib,1393
Mizoram,2018,4,lawngtlai,1254
Mizoram,2018,4,champhai,1001
Mizoram,2018,4,serchhip,857
Mizoram,2018,4,mamit,835
Mizoram,2018,4,saiha,503
Mizoram,2019,1,aizawl,13422
Mizoram,2019,1,lunglei,2910
Mizoram,2019,1,kolasib,1730
Mizoram,2019,1,lawngtlai,1648
Mizoram,2019,1,champhai,1179
Mizoram,2019,1,mamit,1096
Mizoram,2019,1,serchhip,1047
Mizoram,2019,1,saiha,638
Mizoram,2019,2,aizawl,15934
Mizoram,2019,2,lunglei,3575
Mizoram,2019,2,lawngtlai,2133
Mizoram,2019,2,kolasib,2120
Mizoram,2019,2,champhai,1429
Mizoram,2019,2,mamit,1428
Mizoram,2019,2,serchhip,1295
Mizoram,2019,2,saiha,782
Mizoram,2019,3,aizawl,18992
Mizoram,2019,3,lunglei,4197
Mizoram,2019,3,lawngtlai,2647
Mizoram,2019,3,kolasib,2497
Mizoram,2019,3,champhai,1733
Mizoram,2019,3,mamit,1655
Mizoram,2019,3,serchhip,1512
Mizoram,2019,3,saiha,901
Mizoram,2019,4,aizawl,21865
Mizoram,2019,4,lunglei,4926
Mizoram,2019,4,lawngtlai,3255
Mizoram,2019,4,kolasib,2929
Mizoram,2019,4,champhai,2067
Mizoram,2019,4,mamit,1996
Mizoram,2019,4,serchhip,1735
Mizoram,2019,4,saiha,1036
Mizoram,2020,1,aizawl,25253
Mizoram,2020,1,lunglei,5778
Mizoram,2020,1,lawngtlai,3996
Mizoram,2020,1,kolasib,3360
Mizoram,2020,1,champhai,2448
Mizoram,2020,1,mamit,2379
Mizoram,2020,1,serchhip,1992
Mizoram,2020,1,saiha,1293
Mizoram,2020,2,aizawl,29637
Mizoram,2020,2,lunglei,7006
Mizoram,2020,2,lawngtlai,4977
Mizoram,2020,2,kolasib,4022
Mizoram,2020,2,champhai,3052
Mizoram,2020,2,mamit,2911
Mizoram,2020,2,serchhip,2379
Mizoram,2020,2,saiha,1590
Mizoram,2020,3,aizawl,36225
Mizoram,2020,3,lunglei,8442
Mizoram,2020,3,lawngtlai,6412
Mizoram,2020,3,kolasib,4923
Mizoram,2020,3,champhai,3883
Mizoram,2020,3,mamit,3597
Mizoram,2020,3,serchhip,2871
Mizoram,2020,3,saiha,1962
Mizoram,2020,4,aizawl,41500
Mizoram,2020,4,lunglei,9794
Mizoram,2020,4,lawngtlai,7618
Mizoram,2020,4,kolasib,5599
Mizoram,2020,4,champhai,4550
Mizoram,2020,4,mamit,4083
Mizoram,2020,4,serchhip,3313
Mizoram,2020,4,saiha,2274
Mizoram,2021,1,aizawl,45103
Mizoram,2021,1,lunglei,10638
Mizoram,2021,1,lawngtlai,8386
Mizoram,2021,1,kolasib,6120
Mizoram,2021,1,champhai,4968
Mizoram,2021,1,mamit,4467
Mizoram,2021,1,serchhip,3582
Mizoram,2021,1,saiha,2486
Mizoram,2021,2,aizawl,48525
Mizoram,2021,2,lunglei,11491
Mizoram,2021,2,lawngtlai,9096
Mizoram,2021,2,kolasib,6624
Mizoram,2021,2,champhai,5366
Mizoram,2021,2,mamit,4882
Mizoram,2021,2,serchhip,3884
Mizoram,2021,2,saiha,2684
Mizoram,2021,3,aizawl,52313
Mizoram,2021,3,lunglei,12614
Mizoram,2021,3,lawngtlai,9954
Mizoram,2021,3,kolasib,7229
Mizoram,2021,3,champhai,5935
Mizoram,2021,3,mamit,5392
Mizoram,2021,3,serchhip,4255
Mizoram,2021,3,saiha,2955
Mizoram,2021,4,aizawl,56005
Mizoram,2021,4,lunglei,13668
Mizoram,2021,4,lawngtlai,10738
Mizoram,2021,4,kolasib,7850
Mizoram,2021,4,champhai,6447
Mizoram,2021,4,mamit,5887
Mizoram,2021,4,serchhip,4614
Mizoram,2021,4,saiha,3196
Mizoram,2022,1,aizawl,59433
Mizoram,2022,1,lunglei,14538
Mizoram,2022,1,lawngtlai,11459
Mizoram,2022,1,kolasib,8375
Mizoram,2022,1,champhai,6875
Mizoram,2022,1,mamit,6299
Mizoram,2022,1,serchhip,4906
Mizoram,2022,1,saiha,3410
Mizoram,2022,2,aizawl,62605
Mizoram,2022,2,lunglei,15302
Mizoram,2022,2,lawngtlai,12114
Mizoram,2022,2,kolasib,8872
Mizoram,2022,2,champhai,7233
Mizoram,2022,2,mamit,6641
Mizoram,2022,2,serchhip,5170
Mizoram,2022,2,saiha,3598
Mizoram,2022,3,aizawl,65940
Mizoram,2022,3,lunglei,16062
Mizoram,2022,3,lawngtlai,12771
Mizoram,2022,3,kolasib,9300
Mizoram,2022,3,champhai,7576
Mizoram,2022,3,mamit,6931
Mizoram,2022,3,serchhip,5390
Mizoram,2022,3,saiha,3765
Mizoram,2022,4,aizawl,68925
Mizoram,2022,4,lunglei,16676
Mizoram,2022,4,lawngtlai,13303
Mizoram,2022,4,kolasib,9602
Mizoram,2022,4,champhai,7814
Mizoram,2022,4,mamit,7086
Mizoram,2022,4,serchhip,5551
Mizoram,2022,4,saiha,3913
Mizoram,2023,1,aizawl,71979
Mizoram,2023,1,lunglei,17393
Mizoram,2023,1,lawngtlai,13917
Mizoram,2023,1,kolasib,10051
Mizoram,2023,1,champhai,8148
Mizoram,2023,1,mamit,7399
Mizoram,2023,1,serchhip,5783
Mizoram,2023,1,saiha,4081
Mizoram,2023,2,aizawl,74977
Mizoram,2023,2,lunglei,18222
Mizoram,2023,2,lawngtlai,14604
Mizoram,2023,2,kolasib,10535
Mizoram,2023,2,champhai,8546
Mizoram,2023,2,mamit,7820
Mizoram,2023,2,serchhip,6084
Mizoram,2023,2,saiha,4273
Mizoram,2023,3,aizawl,78038
Mizoram,2023,3,lunglei,19056
Mizoram,2023,3,lawngtlai,15259
Mizoram,2023,3,kolasib,11036
Mizoram,2023,3,champhai,8968
Mizoram,2023,3,mamit,8205
Mizoram,2023,3,serchhip,6340
Mizoram,2023,3,saiha,4476
Mizoram,2023,4,aizawl,81008
Mizoram,2023,4,lunglei,19893
Mizoram,2023,4,lawngtlai,15925
Mizoram,2023,4,kolasib,11527
Mizoram,2023,4,champhai,9373
Mizoram,2023,4,mamit,8589
Mizoram,2023,4,serchhip,6635
Mizoram,2023,4,saiha,4677
Mizoram,2024,1,aizawl,84499
Mizoram,2024,1,lunglei,20891
Mizoram,2024,1,lawngtlai,16779
Mizoram,2024,1,kolasib,12085
Mizoram,2024,1,champhai,9876
Mizoram,2024,1,mamit,9085
Mizoram,2024,1,serchhip,6995
Mizoram,2024,1,saiha,4916
Mizoram,2024,2,aizawl,87821
Mizoram,2024,2,lunglei,21695
Mizoram,2024,2,lawngtlai,17421
Mizoram,2024,2,kolasib,12540
Mizoram,2024,2,champhai,10246
Mizoram,2024,2,mamit,9452
Mizoram,2024,2,serchhip,7272
Mizoram,2024,2,saiha,5093
Nagaland,2018,1,dimapur,8249
Nagaland,2018,1,kohima,3036
Nagaland,2018,1,mokokchung,1043
Nagaland,2018,1,mon,525
Nagaland,2018,1,phek,487
Nagaland,2018,1,wokha,465
Nagaland,2018,1,zunheboto,385
Nagaland,2018,1,tuensang,377
Nagaland,2018,1,peren,218
Nagaland,2018,1,kiphire,168
Nagaland,2018,2,dimapur,12093
Nagaland,2018,2,kohima,4395
Nagaland,2018,2,mokokchung,1616
Nagaland,2018,2,mon,892
Nagaland,2018,2,phek,736
Nagaland,2018,2,wokha,703
Nagaland,2018,2,tuensang,594
Nagaland,2018,2,zunheboto,593
Nagaland,2018,2,peren,358
Nagaland,2018,2,kiphire,258
Nagaland,2018,3,dimapur,17039
Nagaland,2018,3,kohima,6298
Nagaland,2018,3,mokokchung,2313
Nagaland,2018,3,mon,1287
Nagaland,2018,3,phek,1083
Nagaland,2018,3,wokha,1017
Nagaland,2018,3,tuensang,934
Nagaland,2018,3,zunheboto,821
Nagaland,2018,3,peren,526
Nagaland,2018,3,kiphire,465
Nagaland,2018,4,dimapur,22603
Nagaland,2018,4,kohima,8583
Nagaland,2018,4,mokokchung,2986
Nagaland,2018,4,mon,1884
Nagaland,2018,4,phek,1419
Nagaland,2018,4,wokha,1391
Nagaland,2018,4,tuensang,1261
Nagaland,2018,4,zunheboto,1099
Nagaland,2018,4,peren,710
Nagaland,2018,4,kiphire,661
Nagaland,2019,1,dimapur,28091
Nagaland,2019,1,kohima,10747
Nagaland,2019,1,mokokchung,3721
Nagaland,2019,1,mon,2458
Nagaland,2019,1,wokha,1830
Nagaland,2019,1,phek,1727
Nagaland,2019,1,tuensang,1678
Nagaland,2019,1,zunheboto,1374
Nagaland,2019,1,peren,884
Nagaland,2019,1,kiphire,862
Nagaland,2019,2,dimapur,34567
Nagaland,2019,2,kohima,13108
Nagaland,2019,2,mokokchung,4655
Nagaland,2019,2,mon,3210
Nagaland,2019,2,wokha,2411
Nagaland,2019,2,tuensang,2152
Nagaland,2019,2,phek,2143
Nagaland,2019,2,zunheboto,1680
Nagaland,2019,2,peren,1148
Nagaland,2019,2,kiphire,1084
Nagaland,2019,3,dimapur,41036
Nagaland,2019,3,kohima,15677
Nagaland,2019,3,mokokchung,5593
Nagaland,2019,3,mon,3976
Nagaland,2019,3,wokha,2961
Nagaland,2019,3,phek,2642
Nagaland,2019,3,tuensang,2599
Nagaland,2019,3,zunheboto,2058
Nagaland,2019,3,peren,1377
Nagaland,2019,3,kiphire,1251
Nagaland,2019,4,dimapur,47000
Nagaland,2019,4,kohima,18232
Nagaland,2019,4,mokokchung,6606
Nagaland,2019,4,mon,4863
Nagaland,2019,4,wokha,3540
Nagaland,2019,4,phek,3109
Nagaland,2019,4,tuensang,3081
Nagaland,2019,4,zunheboto,2475
Nagaland,2019,4,peren,1623
Nagaland,2019,4,kiphire,1460
Nagaland,2020,1,dimapur,53696
Nagaland,2020,1,kohima,20644
Nagaland,2020,1,mokokchung,7626
Nagaland,2020,1,mon,5747
Nagaland,2020,1,wokha,4118
Nagaland,2020,1,phek,3637
Nagaland,2020,1,tuensang,3634
Nagaland,2020,1,zunheboto,2898
Nagaland,2020,1,peren,1899
Nagaland,2020,1,kiphire,1814
Nagaland,2020,2,dimapur,63398
Nagaland,2020,2,kohima,24236
Nagaland,2020,2,mokokchung,9559
Nagaland,2020,2,mon,7917
Nagaland,2020,2,wokha,5296
Nagaland,2020,2,tuensang,4779
Nagaland,2020,2,phek,4535
Nagaland,2020,2,zunheboto,3647
Nagaland,2020,2,peren,2534
Nagaland,2020,2,kiphire,2423
Nagaland,2020,3,dimapur,79061
Nagaland,2020,3,kohima,31483
Nagaland,2020,3,mon,13591
Nagaland,2020,3,mokokchung,13155
Nagaland,2020,3,wokha,7980
Nagaland,2020,3,tuensang,7220
Nagaland,2020,3,phek,6151
Nagaland,2020,3,zunheboto,4942
Nagaland,2020,3,peren,3486
Nagaland,2020,3,kiphire,3306
Nagaland,2020,4,dimapur,87807
Nagaland,2020,4,kohima,34872
Nagaland,2020,4,mon,14932
Nagaland,2020,4,mokokchung,14511
Nagaland,2020,4,wokha,8821
Nagaland,2020,4,tuensang,8177
Nagaland,2020,4,phek,6888
Nagaland,2020,4,zunheboto,5541
Nagaland,2020,4,peren,3919
Nagaland,2020,4,kiphire,3629
Nagaland,2021,1,dimapur,94968
Nagaland,2021,1,kohima,37488
Nagaland,2021,1,mon,16154
Nagaland,2021,1,mokokchung,15634
Nagaland,2021,1,wokha,9531
Nagaland,2021,1,tuensang,8866
Nagaland,2021,1,phek,7536
Nagaland,2021,1,zunheboto,6013
Nagaland,2021,1,peren,4286
Nagaland,2021,1,kiphire,3904
Nagaland,2021,2,dimapur,101835
Nagaland,2021,2,kohima,40277
Nagaland,2021,2,mon,17389
Nagaland,2021,2,mokokchung,16857
Nagaland,2021,2,wokha,10232
Nagaland,2021,2,tuensang,9565
Nagaland,2021,2,phek,8134
Nagaland,2021,2,zunheboto,6487
Nagaland,2021,2,peren,4641
Nagaland,2021,2,kiphire,4224
Nagaland,2021,3,dimapur,109644
Nagaland,2021,3,kohima,43467
Nagaland,2021,3,mon,18911
Nagaland,2021,3,mokokchung,18340
Nagaland,2021,3,wokha,11126
Nagaland,2021,3,tuensang,10433
Nagaland,2021,3,phek,8933
Nagaland,2021,3,zunheboto,7147
Nagaland,2021,3,peren,5089
Nagaland,2021,3,kiphire,4626
Nagaland,2021,4,dimapur,117388
Nagaland,2021,4,kohima,46621
Nagaland,2021,4,mon,20409
Nagaland,2021,4,mokokchung,19747
Nagaland,2021,4,wokha,11994
Nagaland,2021,4,tuensang,11300
Nagaland,2021,4,phek,9753
Nagaland,2021,4,zunheboto,7765
Nagaland,2021,4,peren,5509
Nagaland,2021,4,kiphire,5047
Nagaland,2022,1,dimapur,124644
Nagaland,2022,1,kohima,49523
Nagaland,2022,1,mon,21773
Nagaland,2022,1,mokokchung,21029
Nagaland,2022,1,wokha,12743
Nagaland,2022,1,tuensang,12057
Nagaland,2022,1,phek,10413
Nagaland,2022,1,zunheboto,8280
Nagaland,2022,1,peren,5881
Nagaland,2022,1,kiphire,5368
Nagaland,2022,2,dimapur,131738
Nagaland,2022,2,kohima,52343
Nagaland,2022,2,mon,23037
Nagaland,2022,2,mokokchung,22136
Nagaland,2022,2,wokha,13417
Nagaland,2022,2,tuensang,12747
Nagaland,2022,2,phek,11005
Nagaland,2022,2,zunheboto,8753
Nagaland,2022,2,peren,6212
Nagaland,2022,2,kiphire,5687
Nagaland,2022,3,dimapur,139011
Nagaland,2022,3,kohima,55046
Nagaland,2022,3,mon,24237
Nagaland,2022,3,mokokchung,23192
Nagaland,2022,3,wokha,14092
Nagaland,2022,3,tuensang,13393
Nagaland,2022,3,phek,11494
Nagaland,2022,3,zunheboto,9128
Nagaland,2022,3,peren,6534
Nagaland,2022,3,kiphire,5963
Nagaland,2022,4,dimapur,145923
Nagaland,2022,4,kohima,57592
Nagaland,2022,4,mon,25340
Nagaland,2022,4,mokokchung,24045
Nagaland,2022,4,wokha,14702
Nagaland,2022,4,tuensang,13900
Nagaland,2022,4,phek,11847
Nagaland,2022,4,zunheboto,9422
Nagaland,2022,4,peren,6750
Nagaland,2022,4,kiphire,6211
Nagaland,2023,1,dimapur,152828
Nagaland,2023,1,kohima,60269
Nagaland,2023,1,mon,26501
Nagaland,2023,1,mokokchung,25058
Nagaland,2023,1,wokha,15357
Nagaland,2023,1,tuensang,14523
Nagaland,2023,1,phek,12359
Nagaland,2023,1,zunheboto,9817
Nagaland,2023,1,peren,7042
Nagaland,2023,1,kiphire,6491
Nagaland,2023,2,dimapur,159224
Nagaland,2023,2,kohima,62890
Nagaland,2023,2,mon,27813
Nagaland,2023,2,mokokchung,26232
Nagaland,2023,2,wokha,16076
Nagaland,2023,2,tuensang,15272
Nagaland,2023,2,phek,13007
Nagaland,2023,2,zunheboto,10327
Nagaland,2023,2,peren,7407
Nagaland,2023,2,kiphire,6792
Nagaland,2023,3,dimapur,165789
Nagaland,2023,3,kohima,65492
Nagaland,2023,3,mon,29096
Nagaland,2023,3,mokokchung,27434
Nagaland,2023,3,wokha,16792
Nagaland,2023,3,tuensang,15941
Nagaland,2023,3,phek,13632
Nagaland,2023,3,zunheboto,10809
Nagaland,2023,3,peren,7771
Nagaland,2023,3,kiphire,7130
Nagaland,2023,4,dimapur,172342
Nagaland,2023,4,kohima,68041
Nagaland,2023,4,mon,30439
Nagaland,2023,4,mokokchung,28574
Nagaland,2023,4,wokha,17479
Nagaland,2023,4,tuensang,16666
Nagaland,2023,4,phek,14221
Nagaland,2023,4,zunheboto,11283
Nagaland,2023,4,peren,8085
Nagaland,2023,4,kiphire,7458
Nagaland,2024,1,dimapur,179628
Nagaland,2024,1,kohima,70998
